DEA_CODE;DEA_NOM_COMMERCE;ADRESSE_LIVRAISON;DEA_CODE_POSTAL_LIVRAISON;DEA_COMMUNE_LIVRAISON;INSEE_LIVRAISON;X_GEOCODAGE;Y_GEOCODAGE;TCO_LIBELLE
520065;Librairie Du Fort;126   boulevard de Strasbourg;94130;Nogent-sur-Marne;94052;610874,816645;2427138,951202;presse
520066;Kh Presse;9   boulevard du maréchal Foch;93330;Neuilly-sur-Marne;93050;613486,532790;2428449,539837;presse
520068;Le Balto;190   boulevard de Stalingrad;94500;Champigny-sur-Marne;94017;611746,292324;2425050,958976;café tabac
520069;  ;2   boulevard Friedberg;94350;Villiers-sur-Marne;94079;614917,599427;2425749,138834;tabac presse
520070;Tabac Du Bois L'Abb;2   place Rodin;94500;Champigny-sur-Marne;94017;615745,037471;2423192,478336;tabac
520072;Tabac De La Gare;12   place de la Gare;94350;Villiers-sur-Marne;94079;615048,269692;2425013,101054;tabac presse
520073;4 Tour;6   Av. du 11 Novembre 1918    ;94500;Champigny-sur-Marne;94017;612766,546366;2423939,676892;café tabac
520074;Tabac De La Mairie;4   rue Louis Talamoni;94500;Champigny-sur-Marne;94017;612766,546366;2423939,676892;tabac presse
520075;Le Rallye;77   rue du général de Gaulle;94350;Villiers-sur-Marne;94079;615149,632865;2425446,121231;tabac
520076;  ;156   rue Alexandre Fourny;94500;Champigny-sur-Marne;94017;614278,306280;2424630,512711;librairie
520077;Le Rocher Fleuri;52   avenue  Gallieni;94340;Joinville-le-Pont;94042;611265,272327;2424828,528473;café tabac
520078;Librairie Des Studi;4   allée Raymond Nègre;94340;Joinville-le-Pont;94042;610201,045782;2424630,545114;librairie
520079;Tabac Village;85   avenue de la République;94500;Champigny-sur-Marne;94017;612774,841517;2424983,181924;café tabac
520080;Tabac Presse Loto ;90   rue Alexandre Fourny;94500;Champigny-sur-Marne;94017;613502,415000;2424506,154000;tabac presse
520081;Le Joinville;3   avenue Jean Jaurès;94340;Joinville-le-Pont;94042;609383,081648;2424650,993842;café tabac
520082;Tabac Sport;CCial   avenue Gendarme Castermant;77500;Chelles;77108;619162,665089;2431255,244065;tabac loto
520083; Le Fontenoy;116   Av. des Sciences;93370;Montfermeil;93047;618209,214000;2434086,696000;tabac
520085; Le Malakoff;36   Rue du Grand Cerf;77100;Meaux;77284;639817,805982;2440159,649042;café tabac
520086;  ;38   Avenue Ardouin;94420;Le Plessis-Trévise;94059;617446,599437;2423421,489784;librairie
520087; Au Bouquet;7   Avenue Charles Rouxel;77340;Pontault-Combault;77373;619740,204028;2422235,010795;tabac loto
520088;;Ccom   Carrefour Mar.ZAC de la Foulée;77100;Nanteuil-lès-Meaux;77330;639829,360721;2438356,077303;tabac loto
520089; TABAC-PRESSE-LOTO;14   place du Bois de Grâce;77420;Champs-sur-Marne;77083;618242,854000;2427607,759000;tabac presse
520090;des richardets;81   avenue Médéric;93160;Noisy-le-Grand;93051;616970,300090;2425665,513736;librairie
520091;Librairie de la gare;6   rue de la Marne;77400;Pomponne;77372;626983,006097;2431545,416866;librairie
520092;La Plume D'Or;7   avenue Michel Goutier;93160;Noisy-le-Grand;93051;617157,396356;2427775,368171;tabac presse
520093;Le Sévigné;162   Grande rue;93250;Villemomble;93077;613604,321116;2431523,200000;café tabac
520094;Le Cornillon;15   Rue Cornillon;77100;Meaux;77284;639775,318656;2439759,936813;café tabac
520095;TABAC LE VAL;10   Av du Val de Fontenay;94120;Fontenay-sous-Bois;94033;611130,624936;2428367,116877;tabac
520096;Au Scribe;18   rue Albert Thomas;94500;Champigny-sur-Marne;94017;612795,213044;2423732,039058;tabac loto
520097;Librairie BAPTISTA;0,0833333333333333   Rue Louise Adélaïde;94350;Villiers-sur-Marne;94079;615627,619789;2424979,768179;librairie
520098;L'Etincelle;67   avenue du général Gallieni;93250;Villemomble;93077;613339,405154;2431908,822910;café tabac
520099;L'étoile des roches;37   cours des Roches;77186;Noisiel;77337;620482,561000;2427515,027000;tabac presse
520100;Librairie Du Lycée;178   avenue Pierre Brossolette;94170;Le Perreux-sur-Marne;94058;612699,095000;2426260,220000;librairie
520101;Les vignes;39   rue Emile Zola;77124;Crégy-lès-Meaux;77143;639117,711581;2442186,469817;café tabac
520102;La Divette Foch;22   avenue du maréchal Foch;93360;Neuilly-Plaisance;93049;612196,750000;2429422,431000;café tabac
520103;T.presse Des Bords ;181   rue Diderot;94500;Champigny-sur-Marne;94017;612098,149857;2423832,411474;tabac presse
520104;Tabac De La Poste;46   avenue du maréchal Foch;93360;Neuilly-Plaisance;93049;612461,044901;2429293,888243;café tabac
520105;tabac de la mairie;34   rue de paris;77200;Torcy;77468;623252,300000;2428093,550000;tabac loto
520106;TABAC DE LA GARE;3   Place Roger Nicolas;77330;Ozoir-la-Ferrière;77350;625970,956000;2419246,571000;tabac loto
520107;Tabac De L'Europe;77   avenue de Rosny;93250;Villemomble;93077;612024,264958;2431747,617326;café tabac
520108;  ;74   rue du Landy;93210;Saint-Denis;93066;601633,035364;2435243,127881;librairie
520110; Le Narval;95   Avenue Jules Guesde;93240;Stains;93072;603833,044933;2440708,618338;café tabac
520111; Le Celtique;60   rue Parmentier;93240;Stains;93072;602786,490000;2441240,817000;café tabac
520112; Le Fuégo;80   Avenue Lénine;93380;Pierrefitte-sur-Seine;93059;601606,817183;2439968,340567;café tabac
520114;Le Champs de Courses;29   rue Diderot;93200;Saint-Denis;93066;602984,328000;2437586,849000;tabac librairie
520115;LE LUTECIA;106   avenue Paul Vaillant Couturier;93200;Saint-Denis;93066;602244,752457;2437363,105857;café tabac
520116;LE PRESIDENT;92   Avenue du Président Wilson;93210;La Plaine-Saint-Denis;93900;601639,044187;2434246,021523;café tabac
520117;;30   Rue du Moulin Neuf;93240;Stains;93072;604010,724093;2439432,553488;café tabac
520118;Le Real;63   rue du Moutier;93300;Aubervilliers;93001;603090,463926;2435230,362884;café tabac
520119;La Rame;21   rue Philippe de Girard;75010;Paris 10e;75110;601847,781420;2431620,189438;café tabac
520120;Le Fontenoy;70   avenue Jean Jaurès;75019;Paris 19e;75119;602971,850000;2431807,800000;tabac loto
520121;  ;4   allée de Gagny;93390;Clichy-sous-Bois;93014;615636,032896;2434328,731952;tabac presse
520122;L‘imperial;38   rue d'Aulnay;93270;Sevran;93071;613414,123000;2437992,401000;café tabac
520123;  ;90   avenue de Livry;93270;Sevran;93071;614937,698666;2436899,625334;librairie
520124;Librairie Molière;CCial   Avenue Louise Michel ;93150;Le Blanc-Mesnil;93007;610160,672626;2436121,870289;librairie
520125;  ;24   avenue Suzanne Buisson;93140;Bondy;93010;610596,135617;2435081,773122;tabac presse
520126;Le Chavannes;162   allée de Montfermeil;93220;Gagny;93032;614669,678000;2433371,208000;café tabac
520127;Le Magagnou;35   avenue Gallieni;93130;Noisy-le-Sec;93053;609394,655084;2433498,902920;café tabac
520128;Le Brazza;76   rue Roger Salengro;93700;Drancy;93029;607400,491000;2435667,400000;café tabac
520129;Le Voltigeur;70   avenue Marceau;93700;Drancy;93029;607124,096000;2436791,827000;café tabac
520130;L'Angélus;213   avenue Paul Vaillant-Couturier;93150;Le Blanc-Mesnil;93007;609272,188247;2436215,553471;café tabac
520131;  ;87   rue Louis Auguste Blanqui;93140;Bondy;93010;610999,121000;2433385,656000;tabac presse
520132;L'Étoile D'Or;22   rue de L'étoile;93000;Bobigny;93008;606681,717854;2434861,336707;café tabac
520134;Tabac des Tilleuls;22   rue Maurice Audin;93150;Le Blanc-Mesnil;93007;608424,456000;2438880,604000;tabac presse
520135;Le Bel Air;25   avenue Édouard Vaillant;93000;Bobigny;93008;609699,458000;2434375,455000;café tabac
520136;Le Galion;22bis   avenue Pasteur;93290;Tremblay-en-France;93073;617376,526003;2438221,663008;tabac loto
520137;Café De La Gare;10   place de la Gare;93420;Villepinte;93078;616843,903169;2438513,946328;café
520138;Plumes et Volutes de;77   avenue Henri Barbusse;93290;Tremblay-en-France;93073;617271,507000;2440161,045000;tabac presse
520140;Tabac Du Vert Galan;11   avenue de la Gare;93420;Villepinte;93078;616751,823000;2438606,254000;tabac presse
520143;Le Chiquito;135   avenue Henri Barbusse;93700;Drancy;93029;608410,075000;2435728,850200;café tabac
520144;Civette Des 7 Iles;186   avenue Jean Jaurès;93370;Montfermeil;93047;615514,350000;2433408,400000;tabac presse
520145; Le Disque Bleu;8   place Roger Levanneur;95160;Montmorency;95428;598696,184533;2443387,830970;café tabac
520146;Presse 2000   ;41   rue Pierre Sémard;93150;Le Blanc-Mesnil;93007;610252,495000;2437397,301000;tabac presse
520147;Rougemont Presse;2   rue Pierre Brossolette;93270;Sevran;93071;612961,589000;2437448,977000;tabac presse
520148;Le Blues Bar;1   rue de la Fraternité;93140;Bondy;93010;610238,095818;2433458,869008;café tabac
520149;Villa Picta;4    avenue du parc de la Noue;93420;Villepinte;93078;615220,797000;2440102,703000;tabac presse
520151;Librairie Du Centre;9   rue du Pressoir;93470;Coubron;93015;617710,100000;2435229,049204;presse
520152;Le Reinitas;61   avenue Paul Bert;93190;Livry-Gargan;93046;613588,715837;2435779,458744;café tabac
520153;Tabac Les Sablons;21   place Elsa Triolet;93270;Sevran;93071;615571,048910;2438427,402181;tabac presse
520154;Tabac De La Gare;11   rue Édouard Vaillant;93140;BONDY;93010;611376,886666;2433511,382665;café tabac
520155;  ;80   Avenue Galliéni;93140;Bondy;93010;610547,129000;2434170,568000;presse
520156;Tabac De La Tour;26   place de la Tour;93390;Clichy-sous-Bois;93014;615174,550000;2434297,500000;tabac presse
520157;Le Fontenoy;17   place de la Libération;93190;Livry-Gargan;93046;615200,936000;2436056,651000;café tabac
520158;Le Rocher;5   boulevard Marx Dormoy;93190;Livry-Gargan;93046;613984,890000;2434662,873000;café tabac
520159;Tabac Presse librair;121   avenue César Collavieri;93190;Livry-Gargan;93046;614092,453334;2435919,398667;tabac presse
520160; Tabac des Rosiers;11   rue de Gascogne;95200;Sarcelles;95585;602432,354000;2443572,778000;tabac librairie
520161; Café de la Gare;5   Av. Pierre Sémard;95400;Arnouville-Les-Gonesse;95019;605804,885743;2444065,689700;café tabac
520163; Le Celtique;83   rue Pierre Brossolette;95200;Sarcelles;95585;603002,162630;2443927,663567;café tabac
520164;LE PONTOISE;1   rue de Pontoise;95200;Sarcelles;95585;602891,998893;2441541,244368;tabac presse
520165; Les volutes;14   rue de Toulouse;95200;Sarcelles;95585;603285,049569;2441541,074580;tabac loto
520167;LE FLASH;3   rue Ste-Marguerite;93500;Pantin;93055;604013,779195;2433638,344401;tabac presse
520168;  ;25   Av. Anatole France;93500;Pantin;93055;606466,993111;2432845,134820;tabac presse
520169; Tabac du Tram;21   Av. Jean Jaurès;93120;La Courneuve;93027;604754,894291;2436268,294426;tabac loto
520170; Le Maracana;35   rue du Général Leclerc;95500;Gonesse;95277;608082,992656;2443243,912418;tabac loto
520171; Tabac Le Jollois;39   Boulevard Pasteur;93120;La Courneuve;93027;603435,945579;2435950,924863;tabac
520172;La Civette du Bourge;15   rue Étienne Dolet;93350;Le Bourget;93013;606699,100428;2437014,993805;tabac loto
520173; Tabac la Charmeuse;2   Place de la Charmeuse;95190;Goussainville;95280;610038,881206;2448306,715063;tabac presse
520174; Le Relais du Pont;25   Av. Édouard Vaillant;93500;Pantin;93055;604592,150000;2433266,700000;tabac loto
520175; Tabac Le Cyrano;178   Av. du Général Leclerc;93500;Pantin;93055;605673,294379;2433737,595356;tabac
520176; La Fauconnière;19   Place Marc Sangnier;95500;Gonesse;95277;606316,500000;2444790,850000;tabac presse
520177; Tabac du Vieux Pays;17   rue de Verdun;95140;Garges-lès-Gonesse;95268;605452,453414;2441048,791751;tabac librairie
520178;Tabac Hoche;30   rue du Pré St-Gervais;93500;Pantin;93055;604902,761714;2432378,144572;tabac loto
520179; Paris Lille;36   Av. du Cimetière Parisien;93500;Pantin;93055;604550,818254;2434553,817501;café tabac
520180; Presse Gde Vallée;1   Avenue Georges Pompidou;95500;Gonesse;95277;606908,958658;2443649,415731;tabac presse
520181;Le Balto;229   Avenue Jean Jaurès ;93700;Drancy;93029;609047,302870;2435253,820420;café tabac
520183;Puits La Marlière;1   Av. du 8 Mai 1945;95400;Villiers-le-Bel;95680;604695,940000;2445314,005000;café tabac
520184;  ;118   Av. du Gal Michel Bizot;75012;Paris 12e;75112;604982,431302;2426818,296525;presse
520185;Le Bercy ;6   rue Chambertin;75012;Paris 12e;75112;603215,932233;2426861,414426;tabac
520186;Le Muratis;2   rue de Lyon;75012;Paris 12e;75112;602630,462000;2427507,471000;café tabac
520187;Le Totem ;96   boulevard Diderot;75012;Paris 12e;75112;603538,953929;2427640,225228;tabac
520188;La Belle Epoque;21   avenue Ledru-Rollin;75012;Paris 12e;75112;602411,142158;2427610,008757;café tabac
520189;Le Résident;51   boulevard Soult;75012;Paris 12e;75112;605295,713194;2426738,399152;café tabac
520190;Caffé In;152   avenue Daumesnil;75012;Paris 12e;75112;604091,350000;2426892,450000;café tabac
520191;  ;157   rue de Charenton;75012;Paris 12e;75112;603446,257143;2427375,327493;tabac presse
520193;Tabac des Collonnes;6   cours de Vincennes;75012;Paris 12e;75112;604629,267684;2427713,894654;café tabac
520194;La Civette Dorée;3   Bd. Soult;75012;Paris 12e;75112;605174,827824;2426379,452444;civette
520195;Le Rallye;82   rue du faubourg saint-Antoine;75012;Paris 12e;75112;602823,650000;2428137,100000;café tabac
520196;Tabac Du Canon;2   place de la Nation;75012;Paris 12e;75112;604247,732180;2427785,561561;tabac loto
520197;Le Gavroche;49   boulevard de Reuilly;75012;Paris 12e;75112;604272,748667;2426787,913778;café tabac
520198;Tabac Bastille;21   rue Daval;75011;Paris 11e;75111;602545,177500;2428468,138000;tabac loto
520199;Le Victoria;6   rue saint-Martin;75004;Paris 4e;75104;600936,040330;2428777,364757;librairie
520200;Le Reinit;116   Cours de Vincennes;75012;Paris 12e;75112;605424,556991;2427607,706248;tabac loto
520201;Les Arcades;68   AVENUE DAUMESNIL;75012;Paris 12e;75112;603216,050000;2427395,700000;café tabac
520202;  ;.   le haut de Gally;93600;Aulnay-sous-Bois;93005;610570,632509;2439817,533693;tabac presse
520203;TABAC PRESSE BOUTOUT;7   Place des Nations unies;93000;BOBIGNY;93008;609667,276132;2434883,941900;tabac presse
520204;La Librairie du Vieu;25   Rue Jacques Duclos;93600;Aulnay sous Bois;93005;611740,418603;2438365,109472;librairie
520205;Bar Monte Christo;16   Grande Rue;93250;VILLEMOMBLE;93077;612738,784131;2431765,942636;café tabac
520206;;3   Rue du Général Galliéni;93110;Rosny sous Bois;93064;610772,851428;2430604,328572;librairie
520207;LE TERMINUS;224   avenue du 8 mai 1945;93440;DUGNY;93030;607807,755000;2439529,073000;café tabac
520208;Le D'Artagnan;27   rue Claude Debussy;95360;Montmagny;95427;600039,124271;2440538,794887;café tabac
520209; Les Mortefontaines;63   Av. Mathieu Chazotte;95170;Deuil-la-Barre;95197;598860,042464;2441484,103015;café tabac
520210; Le Vizir;10   Av. de la Division Leclerc;95170;Deuil-la-Barre;95197;598605,147289;2440980,128577;café tabac
520211;Tabac du Parc;48   Avenue Ledru Rollin;94170;Le Perreux Sur Marne;94058;611863,614811;2426973,146337;café tabac
520212;Le Royal Tabac;58   Avenue Ledru Rollin;75012;PARIS;75112;602643,601000;2427808,855000;café tabac
520215;TABAC DE LA GARE;2   PLACE AURIBAULT;77340;Pontault-Combault;77373;620668,478151;2423088,373950;tabac loto
520216;TABAC DIDO ;113   Rue de Charenton;75012;Paris 12;75112;603109,126854;2427568,849557;café tabac
520217;Tabac du Fort;123   Rue du Monument;94500;Champigny Sur marne;94017;614422,312714;2423102,723640;café tabac
520218;Le Voltaire;130   Bd Voltaire;75011;Paris;75111;603221,962674;2428813,817276;café tabac
520219;LE PASTEUR;138   avenue Pasteur;93150;LE BLANC MESNIL;93007;609858,162276;2438014,295609;café tabac
520220;Queen Café;9   Bd Saint Martin;75003;Paris;75103;601811,152310;2429979,316004;café tabac
520221; Le Royal Sak;76   rue Jean Jaurès;93240;Stains;93072;603397,714000;2441080,879000;café tabac
520222;La Barrique;7   Rue Beaurepaire;75012;Paris;75110;601971,858716;2430114,728733;tabac loto
520223;L'ESCALE;9   Place du Marché;77170;Brie-Comte-Robert;77053;620138,570074;2410317,837103;tabac loto
520224;Le Cyrano;39   rue Eugène Masse;93190;Livry-Gargan;93046;615291,540570;2436432,668847;café tabac
520225;Vila Verde;90   Boulevard Théophile Sueur;93100;Montreuil;93048;609798,491000;2429857,699000;café
520226;Le Marigny;298   Rue des Pyrénnées;75020;Paris;75120;604056,519278;2430410,929471;café tabac
520227;Le Floréal;2   Place Roger Vaillant, ZI Chant;93600;Aulnay Sous Bois;93005;612628,496156;2436667,102266;café tabac
520228; Espace Tabac;74   rue Jean Jaurès;77410;Claye-Souilly;77118;625699,477716;2438632,441715;civette
520229;La Montjoie;171   avenue du président Wilson;93210;Saint-Denis;93066;601558,019500;2434732,299500;café tabac
530001;Le Saint-Éxupery;.   place saint-Exupéry;94310;Orly;94054;605526,841321;2416370,406944;café tabac
530002;  ;44   rue Mirabeau;94600;Choisy-le-Roi;94022;606141,124934;2418619,715599;café tabac
530003;Librairie;3   place Henri Barbusse;91550;Paray-Vieille-Poste;91479;601924,788638;2412686,336702;librairie
530004;Les Deux Cigognes;113   avenue de la Victoire;94310;Orly;94054;603831,247640;2416295,831865;tabac presse
530006;Librairie Peuplerai;44   boulevard Pasteur;94260;Fresnes;94034;598561,068890;2417751,442093;tabac presse
530007;Love Tabac;.   C. Cial Belle Épine;94320;Thiais;94073;602395,318080;2417556,972075;tabac
530008;Le Point Tabac;43   avenue de la Paix;94260;Fresnes;94034;599498,803083;2417947,199372;tabac librairie
530009;Le Point Tabac;199   place Vauban Silic;94563;Rungis;94065;601392,220317;2416548,023536;tabac librairie
530010;Le Concorde;21   boulevard de Fontainebleau;91550;Paray-Vieille-Poste;91479;602562,360216;2412244,392082;café tabac
530011;Le Triageois;16   avenue de Choisy;94190;Villeneuve-Saint-Georges;94078;607295,850000;2416630,750000;café tabac
530013;Tabac De La Gare;7   place du 8 Mai 1945;94310;Orly;94054;604839,450000;2415932,500000;café tabac
530014;Presse Du Plateau;27   rue Camille Desmoulins;91260;Juvisy-sur-Orge;91326;601629,006328;2410640,906912;librairie
530015;Ftm Presse;64   rue Émile Zola;94260;Fresnes;94034;599262,060304;2418102,432588;presse
530016;Toute La Presse;7   rue Jean Danaux;91260;Juvisy-sur-Orge;91326;603595,487602;2410079,477282;librairie
530018;Tabac Presse;28   place du 19 mars 1962;91200;Athis-Mons;91027;604355,357507;2412726,040888;tabac librairie
530019;Le Narval;46   rue du Commerce;94310;Orly;94054;604452,025072;2416025,698209;café tabac
530020;Le Stalingrad;58   boulevard de Stalingrad;94600;Choisy-le-Roi;94022;604745,302000;2419196,599333;tabac presse
530021;Bar Tabac De La Gar;2   place de la Gare;91700;Sainte-Genevieve-des-Bois;91549;598204,800507;2406109,601398;café tabac
530022;Le Bardi;193   boulevard Aristide Briand;91600;Savigny-sur-Orge;91589;601581,347921;2409939,898614;café tabac
530023;Le Fontenoy;1   rue Henri Ouzilleau;91600;Savigny-sur-Orge;91589;600178,156494;2408375,477301;café tabac
530024;Mag Presse;2   place de Lattre de Tassigny;94550;Chevilly-Larue;94021;602275,600000;2419271,432545;tabac librairie
530025;Le Ri Papeterie;18   avenue Gabriel Péri;91260;Juvisy-sur-Orge;91326;602259,592991;2410762,843368;librairie
530026;Le Saint Laurent;2   avenue de la Fontaine Mouton;92160;Antony;92002;596687,450000;2415351,650000;café tabac
530027;3 D;10   rue du Poitou;94550;Chevilly-Larue;94021;601796,967668;2419606,750776;presse
530028;Le Rond Point;3   avenue de Lorraine;94550;Chevilly-Larue;94021;601267,878164;2418511,712230;café tabac
530029;;9   place de L'Église;94260;Fresnes;94034;598972,699398;2417440,765147;tabac presse
530030;Maison De La Presse;15bis   place de L'Union Européenne;91300;Massy;91377;594153,700000;2414297,150000;librairie
530031;Le Central;72   avenue Jean Jaurès;91230;Montgeron;91421;608077,491555;2413115,850163;café tabac
530032;;36   avenue de Lugo;94600;Choisy-le-Roi;94022;605322,543585;2419078,297333;presse
530033;Le Val Pompadour;70   avenue Henri Barbusse;94460;Valenton;94074;607718,402000;2418632,846000;tabac presse
530034;  ;1   rue de Mesly (c. Commercial );94000;Créteil;94028;609041,321000;2421565,508000;tabac librairie
530036;Au Petit Caporal;1   rue Eugène Renault;94700;Maisons-Alfort;94046;606132,536129;2424099,557720;café tabac
530037;Tabac Le Village;3   rue Paul-François Avet;94000;Créteil;94028;609346,103370;2421559,898875;tabac
530038;Le Diplomate;16   rue Charles de Gaulle;94140;Alfortville;94002;605682,221000;2424018,500000;café tabac
530039;Centre Ville;25   place Salvador Allende;94140;Alfortville;94002;605754,309000;2422969,655000;tabac
530040;La Bonne Hôtesse;340   rue de Paris;94190;Villeneuve-Saint-Georges;94078;607998,153941;2417004,443459;café tabac
530041;  ;108   rue Veron;94140;Alfortville;94002;605737,675000;2423298,212000;librairie
530042;Le Saint-Pierre;31   rue de Dijon;94140;Alfortville;94002;606868,170712;2420899,474032;tabac presse
530043;Le Mondial;157   rue Jean Jaurès;94700;Maisons-Alfort;94046;607238,488000;2421400,224000;café tabac
530044;Au Presse Papier;202   rue Jean Jaurès;94700;Maisons-Alfort;94046;607186,700000;2421702,750000;librairie
530045;Le Perroquet Vert;123   rue Paul Vaillant-Couturier;94140;Alfortville;94002;605961,552655;2423345,920612;café tabac
530046;;3   rue du maréchal Juin;94700;Maisons-Alfort;94046;606805,210281;2424116,007782;café tabac
530047;Le Tabac Du Château;21   rue du château;94000;Créteil;94028;608823,748019;2421690,499161;café tabac
530048;Le Condorcet;230   avenue de la République;94700;Maisons-Alfort;94046;608746,766805;2423520,103366;café tabac
530049;Khisy Kf;11   rue du docteur Ramon;94000;Créteil;94028;609616,403250;2419523,953243;café tabac
530050;Le Balto;46   avenue du général Leclerc;94700;Maisons-Alfort;94046;607462,525000;2423207,952000;café tabac
530051;Studio-Presse;17   rue Jean Jaurès;94240;L'Haÿ-les-Roses;94038;599898,056054;2420000,310763;librairie
530052;Le Toulousain;1   rue Émile Zola;94800;Villejuif;94076;602571,919644;2422808,753090;librairie
530053;  ;106   rue de Bicêtre;94240;L'Haÿ-les-Roses;94038;601274,230000;2419767,756000;tabac librairie
530054;;7   rue Léon Blum;94240;L'Haÿ-les-Roses;94038;599033,218305;2418677,059356;tabac librairie
530055;;33   avenue de Paris;94800;Villejuif;94076;601996,767054;2423023,802882;tabac loto
530056;;60   avenue de Paris;94800;Villejuif;94076;602048,783000;2422691,066000;café tabac
530057;;9   rue Verollot;94800;Villejuif;94076;602445,160000;2423002,745000;café tabac
530058;Le Tabariot;2   rue Audigeois;94400;Vitry-sur-Seine;94081;603992,137401;2421439,291129;tabac
530059;;4   rue de Briquebec;94190;Villeneuve-Saint-Georges;94078;608600,184852;2415765,230539;presse
530060;Le Kennedy;11   Place Gabriel Faure;94000;Créteil;94028;609265,310400;2420024,452000;café tabac
530061;LE VAILLANT;122   rue Edouard Vaillant;94140;Alfortville;94002;606070,022577;2423309,447178;café tabac
530062;  ;63   rue du Moulin de Saquet;94800;Villejuif;94076;602573,067842;2421361,356218;tabac presse
530063;Le Dispan;3   rue Dispan;94240;L'Haÿ-les-Roses;94038;600158,152481;2420054,154930;café tabac
530064;La Passerelle;278   rue de Paris;94190;Villeneuve-Saint-Georges;94078;608102,500000;2416335,681000;café tabac
530065;Le départ;3   Rue du Chemin de Fer;94600;Choisy-le-Roi;94022;605773,639704;2418111,486696;café
530066;La Civette;2   avenue Leon Jouhaux ;92160;Antony;92002;597455,300000;2415307,300000;tabac presse
530067;L‘observatoire;55   avenue de la cour de France;91260;Juvisy-sur-Orge;91326;602538,637466;2410604,364035;café tabac
530068;LE WEEK END;31   avenue des Dahlias;94240;L'Haÿ-les-Roses;94038;601184,007000;2419949,192000;café tabac
530069;MAXI TABAC;17 b   avenue maximilien Robespierre;94400;VITRY SUR SEINE;94081;603782,370122;2421391,900881;presse
530070;Le Français;25   avenue Lucien Français;94400;Vitry-Sur-Seine;94081;603675,238807;2420937,994463;café tabac
530071;LE REINITAS;28   RUE CHAMPAGNE;94700;Maisons-Alfort;94046;607231,782000;2423847,447000;café tabac
530072;Tabac Press Gagarin;92   rue Youri Gagarine;94800;Villejuif;94076;601590,591000;2420557,786000;tabac librairie
530073;  L'ESCALE;111   avenue de la République;91600;Savigny-sur-Orge;91589;601095,738317;2410261,660273;tabac presse
530075;Clair De Plume;34   avenue Youri Gagarine (c.cial.;94400;Vitry-sur-Seine;94081;604052,773414;2420836,951949;tabac librairie
530076;La Gavotte;10   place Degas;94370;Sucy-en-Brie;94071;613948,247739;2419595,711179;café tabac
530077;Les Lettres De Notr;0   C.Cia du moulin de Chennevière;94430;Chennevières-sur-Marne;94019;614385,208000;2421431,421000;tabac librairie
530078;Café De La Mairie;4   avenue Vladimir d'Ormesson;94490;Ormesson-sur-Marne;94055;612951,163000;2420287,573500;café tabac
530079;L‘hirondelle;9   route de la Libération;94430;Chennevières-sur-Marne;94019;614879,350000;2422699,400000;café tabac
530080;Cigare Et La Flamme;85   route de Provins;94490;Ormesson-sur-Marne;94055;615936,189212;2421694,922373;tabac
530081;Le Kennedy;90   rue Garibaldi;94100;Saint-Maur-des-Fossés;94068;611030,569000;2421727,277000;café tabac
530082;Les Mûriers;82   avenue de Bonneuil;94210;La Varenne St Hilaire;94901;612167,327301;2421226,371158;café tabac
530083;Le Diplomate;2   place Jacques Tati;94100;Saint-Maur-des-Fossés;94068;610976,815000;2422197,177000;café tabac
530084;Le Liberté;13   place des Libertés;94380;Bonneuil-sur-Marne;94011;611057,557570;2418443,571514;tabac presse
530086;Au Petit Bar Breton;206   boulevard du général Giraud;94100;Saint-Maur-des-Fossés;94068;611396,297236;2421031,927297;café tabac
530088;Librairie Ziriat;3   allée Edith Piaf C.cial Fabien;94380;Bonneuil-Sur-Marne;94011;611074,630887;2419260,534376;librairie
530089;Tabac Les 4 Chemins;123   avenue Foch;94100;Saint-Maur-des-Fossés;94068;612205,584042;2422186,887316;café tabac
530090;tabc du marché;9   rue Bobillot;94100;Saint-Maur-des-Fossés;94068;610063,289000;2423159,686000;tabac loto
530091;Le Narval;2   avenue Diderot;94100;Saint-Maur-des-Fossés;94068;610371,475823;2422472,201828;café tabac
530092;L'Etincelle;86   avenue du Bac;94210;La Varenne St Hilaire;94901;613088,617480;2421690,587140;tabac loto
530093;Aux livres Valentin;1   Avenue du Maréchal mortier;94510;La Queue-en-Brie;94060;617719,617464;2421435,734411;tabac librairie
530094;Tabac De La Mairie;5   rue d'Estienne d'Orves;94380;Bonneuil-sur-Marne;94011;611116,057617;2419535,949711;café tabac
530095;Librairie Des École;179   rue d'Alésia;75014;Paris 14e;75114;598578,688000;2425863,428000;librairie
530096;Le Naguère;66   rue Daguerre;75014;Paris 14e;75114;599254,445000;2426309,113000;café tabac
530097;Librairie Des Cotte;10   rue du docteur Roux;91160;Longjumeau;91345;596840,899179;2410238,000821;tabac presse
530098;Couleur Tabac;2   rue Rémy Dumoncel;75014;Paris 14e;75114;599802,245283;2425713,178110;tabac loto
530099;Le Village Café;1   rue de la Division Leclerc;91160;Champlan;91136;595426,794384;2412214,213417;café tabac
530100;  ;.   place de la Libération;91380;Chilly-Mazarin;91161;598843,895020;2411558,203275;librairie
530101;  ;163   rue du président François Mitt;91160;Longjumeau;91345;596500,787906;2410193,858059;tabac presse
530102;Le Cardinal;71   rue  Pierre Mendès France;91380;Chilly-Mazarin;91161;598087,729000;2410625,109000;café tabac
530103;Le Calumet;30   rue Notre-Dame-des-Champs;75006;Paris 6e;75106;599407,650000;2427429,800000;café tabac
